Nome_da_Concessionaria,Nome_da_Filial,Marca_da_Filial,Custo_do_Veiculo,Marca_do_Veiculo,Modelo_do_Veiculo,Cor_do_Veiculo,Veiculo_Novo_ou_Semi_Novo,Tipo_do_Combustivel,Ano_Modelo_do_Veiculo,Ano_Fabricacao_do_Veiculo,Tempo_Total_no_Estoque,Kilometragem_Atual_do_Veiculo,Data_de_Entrada_do_Veiculo_no_Estoque,Idade_Veiculo
CCM,CCM AUTOS 3,VOLKSWAGEN,40000.0,CITROËN,C3 TENDANCE A,BRANCO,SEMI-NOVO,ALCOOL/GASOLINA,2018,2018,MENOS DE 1 MES,97152.0,2024-10-09,8
CCM,CCM AUTOS 3,VOLKSWAGEN,24000.0,FIAT,SIENA ESSENCE 1.6,PRATA,SEMI-NOVO,ALCOOL/GASOLINA,2014,2013,MENOS DE 1 MES,131000.0,2024-10-10,13
CCM,CCM AUTOS 3,VOLKSWAGEN,18000.0,VOLKSWAGEN,PARATI 1.6 SURF,PRATA,SEMI-NOVO,ALCOOL/GASOLINA,2009,2008,MENOS DE 1 MES,248000.0,2024-10-11,18
CCM,CCM AUTOS 3,VOLKSWAGEN,38000.0,VOLKSWAGEN,GOL 1.0L MC4,BRANCO,SEMI-NOVO,ALCOOL/GASOLINA,2020,2019,MENOS DE 1 MES,0.0,2024-10-15,7
CCM,CCM AUTOS 3,VOLKSWAGEN,58000.0,VOLKSWAGEN,VIRTUS COMFORTLINE AD,PRATA,SEMI-NOVO,ALCOOL/GASOLINA,2019,2018,MENOS DE 1 MES,110000.0,2024-10-19,8
CCM,CCM AUTOS 3,VOLKSWAGEN,105000.0,VOLKSWAGEN,TIGUAN ALLSPACE,PRATA,SEMI-NOVO,ALCOOL/GASOLINA,2020,2019,MENOS DE 1 MES,67519.0,2024-10-23,7
CCM,CCM AUTOS 3,VOLKSWAGEN,85000.0,VOLKSWAGEN,T CROS HL TSI AE,VERMELHO,SEMI-NOVO,ALCOOL/GASOLINA,2020,2019,MENOS DE 1 MES,93428.0,2024-10-23,7
CCM,CCM AUTOS 3,VOLKSWAGEN,85000.0,VOLKSWAGEN,T CROSS SENSE TSI,PRATA,SEMI-NOVO,ALCOOL/GASOLINA,2023,2022,MENOS DE 1 MES,55385.0,2024-10-25,4
CCM,CCM AUTOS 3,VOLKSWAGEN,54000.0,VOLKSWAGEN,POLO MCA 1.0,PRATA,SEMI-NOVO,ALCOOL/GASOLINA,2020,2019,MENOS DE 1 MES,79404.0,2024-10-28,7
CCM,CCM AUTOS 3,VOLKSWAGEN,45000.0,HYUNDAI,TUCSON GLSB-,PRETO,SEMI-NOVO,ALCOOL/GASOLINA,2016,2015,MENOS DE 1 MES,77251.0,2024-10-28,11
CCM,CCM AUTOS 3,VOLKSWAGEN,101500.0,VOLKSWAGEN,T CROSS CL TSI 1.0,BRANCO,SEMI-NOVO,ALCOOL/GASOLINA,1700,1700,MENOS DE 1 MES,0.0,1700-10-29,326
